sample	num_consensus_snps	number_N_calls
SRR4034387	1108	82543
SRR4034388	1042	106919
SRR4034389	1088	83874
SRR4034390	1055	89208
SRR4034391	1093	83964
SRR4034392	1039	100294
SRR4034393	1081	85008
SRR4034394	1051	99111
SRR4034395	1051	102802
SRR4034396	1044	102063
SRR4034397	1041	102771
SRR4034398	1034	111494
SRR4034399	1051	100690
SRR4034400	993	138196
SRR4034401	1034	108136
SRR4034402	1047	102680
SRR4034403	1053	92341
SRR4034404	1053	104658
SRR4034405	1062	99140
SRR4034406	1035	106369
SRR4034407	1048	102355
SRR4034408	1017	110803
SRR4034409	1022	117236
SRR4034410	1020	119262
SRR4034411	1031	117416
SRR4034412	1037	102665
SRR4034413	1030	108476
SRR4034414	1065	91479
SRR4034415	1048	100313
SRR4034416	1030	105255
SRR4034417	1065	98760
SRR4034418	1049	102849
SRR4034419	713	1205814
SRR4034420	1058	97567
SRR4034421	986	146699
SRR4034422	1006	130316
SRR4034423	1062	109009
SRR4034424	1040	107040
SRR4034425	872	503218
SRR4034426	1029	104261
SRR4034427	995	132064
SRR4034428	1011	122787
SRR4034429	1060	99943
SRR4034430	1043	101723
SRR4034431	1039	101487
SRR4034432	1038	105632
SRR4034433	984	150330
SRR4034434	1040	106225
SRR4034435	989	147191
SRR4034436	1043	99226
SRR4034437	1069	96031
SRR4034438	965	354451
SRR4034439	1055	115949
SRR4034440	241	3328623
SRR4034441	995	209120
SRR4034442	1068	97585
SRR4034443	1076	93910
SRR4034444	1073	97733
SRR4034445	1080	91999
SRR4034446	1060	97799
SRR4034447	1054	95099
SRR4034448	1026	115716
SRR4034449	1044	99320
SRR4034450	1028	113177
SRR4034451	1043	124735
SRR4034452	1063	101010
SRR4034453	1071	100401
SRR4034454	1053	110134
SRR4034455	1052	101400
SRR4034456	971	228551
SRR4034457	1081	94560
SRR4034458	1009	119911
SRR4034459	1035	132255
SRR4034460	1079	95236
SRR4034461	1080	93689
SRR4034462	1062	101312
SRR4034463	1045	102817
SRR4034464	1063	97593
SRR4034465	1071	96649
SRR4034466	1052	110103
SRR4034467	1049	104947
SRR4034468	1053	106172
SRR4034469	1007	126990
SRR4034470	1037	108612
SRR4034471	1025	120646
SRR4034472	1043	110464
SRR4034473	1052	105699
SRR4034474	1031	116403
SRR4034475	1050	99825
SRR4034476	1035	116605
SRR4034477	1048	108216
SRR4034478	4	4387030
SRR4034479	1080	95418
SRR4034480	881	409241
SRR4034481	1037	97848
SRR4034482	11	4344220
SRR4034483	1064	102428
SRR4034484	1044	107146
SRR4034485	1056	101302
SRR4034486	1025	124841
SRR4034487	9	4376182
SRR4034488	1051	103454
SRR4034489	1049	104668
SRR4034490	988	162639
SRR4034491	1028	123342
SRR4034492	1028	106439
SRR4034493	1053	101645
SRR4034494	1030	126295
SRR4034495	1038	107376
SRR4034496	1072	95461
SRR4034497	1047	101444
SRR4034498	1051	107049
SRR4034499	1054	100883
SRR4034500	1049	103541
SRR4034501	264	3169265
SRR4034502	1020	129303
SRR4034503	1075	88919
SRR4034504	1024	116081
SRR4034505	1005	167630
SRR4034506	1048	102180
SRR4034507	1074	98932
SRR4034508	1056	97044
SRR4034509	998	150087
SRR4034510	1012	127464
SRR4034511	1020	116318
SRR4034512	1017	127881
SRR4034513	1035	109703
SRR4034514	955	233928
SRR4034515	1030	113227
SRR4034516	1038	106948
SRR4034517	1069	94937
SRR4034518	12	4358280
SRR4034519	1024	111862
SRR4034520	1045	107764
SRR4034521	1064	97444
SRR4034522	1048	108195
SRR4034523	1064	96985
SRR4034524	1039	105864
SRR4034525	1075	88632
SRR4034526	1013	126100
SRR4034527	1049	105522
SRR4034528	992	145627
SRR4034529	1068	94803
SRR4034530	1014	126337
SRR4034531	15	4340538
SRR4034532	1067	96055
SRR4034533	1072	99730
SRR4034534	1056	97090
SRR4034535	1075	94576
SRR4034536	980	150237
SRR4034537	10	4373486
SRR4034538	1057	100569
SRR4034539	7	4385373
SRR4034540	19	4343592
SRR4034541	1067	97049
SRR4034542	1063	102708
SRR4034543	1073	97562
SRR4034544	1046	102326
SRR4034545	1075	93396
SRR4034546	1054	101157
SRR4034547	1067	89517
SRR4034548	1074	92479
SRR4034549	1040	106493
SRR4034550	1050	105280
SRR4034551	1054	98720
SRR4034552	1079	95256
SRR4034553	1066	95499
SRR4034554	1013	138176
SRR4034555	1025	114915
SRR4034556	1039	113624
SRR4034557	1021	125586
SRR4034558	1043	112671
SRR4034559	1042	109590
SRR4034560	1025	122185
SRR4034561	988	105718
SRR4034562	994	99178
SRR4034563	988	108279
SRR4034564	656	1360177
SRR4034565	1000	97546
SRR4034566	976	116828
SRR4034567	938	136765
SRR4034568	989	99028
SRR4034569	1059	107240
SRR4034570	1003	100307
SRR4034571	984	103776
SRR4034572	989	104459
SRR4034573	972	116047
SRR4034574	982	110408
SRR4034575	967	120654
SRR4034576	1002	97871
SRR4034577	972	108887
SRR4034578	939	146437
SRR4034579	974	119764
SRR4034580	1035	112130
SRR4034581	901	237960
SRR4034582	884	283535
SRR4034583	1003	98295
SRR4034584	973	112741
SRR4034585	971	115110
SRR4034586	975	110193
SRR4034587	982	113308
SRR4034588	977	111046
SRR4034589	981	109562
SRR4034590	1060	95374
SRR4034591	939	246257
SRR4034592	998	158910
SRR4034593	1013	127641
SRR4034594	1011	139348
SRR4034595	1043	112555
SRR4034596	1018	126051
SRR4034597	1044	107349
SRR4034598	1005	146436
SRR4034599	946	227754
SRR4034600	557	175493
SRR4034601	1048	100874
SRR4034602	1064	104457
SRR4034603	965	176661
SRR4034604	1022	125474
SRR4034605	1013	129315
SRR4034606	931	315712
SRR4034607	984	146741
SRR4034608	1044	117410
SRR4034609	1045	112555
SRR4034610	998	141422
SRR4034611	1069	103988
SRR4034612	1008	113410
SRR4034613	1007	136373
SRR4034614	1050	110735
SRR4034615	1090	99446
SRR4034616	1012	119544
SRR4034617	774	959428
SRR4034618	685	1591399
SRR4034619	1084	98344
SRR4034620	1051	114435
SRR4034621	1052	130761
SRR4034622	1000	142394
SRR4034623	996	132272
SRR4034624	1017	141449
SRR4034625	1036	112876
SRR4034626	1053	105545
SRR4034627	1033	116591
SRR4034628	1047	109300
SRR4034629	1055	105517
SRR4034630	991	129787
SRR4034631	1032	123337
SRR4034632	1032	123067
SRR4034633	1018	107954
SRR4034634	1051	94510
SRR4034635	1040	111605
SRR4034636	1017	111525
SRR4034637	1026	110001
SRR4034638	1037	117715
SRR4034639	1028	115870
SRR4034640	1024	121795
SRR4034641	1026	118815
SRR4034642	994	162734
SRR4034643	1035	114523
SRR4034644	960	169257
SRR4034647	931	154236
SRR4034648	946	132475
SRR4034649	998	105170
SRR4034650	1113	119351
SRR4034651	1122	118267
SRR4034652	1096	124721
SRR4034653	715	1327011
SRR4034654	1101	125416
SRR4034655	1113	125707
SRR4034656	1012	202293
SRR4034657	1054	159345
SRR4034658	1050	152696
SRR4034659	1030	187300
SRR4034660	1010	99134
SRR4034661	1040	182401
SRR4034662	1087	131489
SRR4034663	1063	158272
SRR4034664	1106	121618
SRR4034665	1100	124066
SRR4034666	1073	138608
SRR4034667	1042	176651
SRR4034668	1070	143136
SRR4034669	1117	119234
SRR4034670	1078	151068
SRR4034671	722	914456
SRR4034672	1104	125416
SRR4034673	1062	148258
SRR4034674	1089	135769
SRR4034675	1073	141454
SRR4034676	1100	132141
SRR4034677	1108	123345
SRR4034678	1086	130189
SRR4034679	1054	150422
SRR4034680	1045	173423
SRR4034681	1102	121787
SRR4034682	1003	97101
SRR4034683	1127	118074
SRR4034684	1095	131511
SRR4034685	1109	124611
SRR4034686	1138	114631
SRR4034687	1070	143684
SRR4034688	1038	172054
SRR4034689	1118	120303
SRR4034690	1104	120255
SRR4034691	1094	126245
SRR4034692	1116	120599
SRR4034693	1013	108461
SRR4034694	1131	115081
SRR4034695	1143	113276
SRR4034696	1087	124807
SRR4034697	1126	115120
SRR4034698	1083	128286
SRR4034699	1027	195576
SRR4034700	1114	123672
SRR4034701	1136	115384
SRR4034702	1110	121303
SRR4034703	1107	123743
SRR4034704	1027	99060
SRR4034705	1115	122546
SRR4034706	1053	147936
SRR4034707	1043	162680
SRR4034708	864	758874
SRR4034709	1107	120444
SRR4034710	1063	147832
SRR4034711	1090	134489
SRR4034712	1059	153741
SRR4034713	1064	143175
SRR4034714	1107	121880
SRR4034715	1005	98337
SRR4034716	1109	90811
SRR4034717	1104	91340
SRR4034718	1097	92017
SRR4034719	1119	90801
SRR4034720	1089	93216
SRR4034721	1082	95828
SRR4034722	1097	92161
SRR4034723	1071	99647
SRR4034724	928	461830
SRR4034725	1159	67790
SRR4034726	1005	107348
SRR4034727	917	573580
SRR4034728	1135	69916
SRR4034729	1139	70301
SRR4034730	1156	67995
SRR4034731	1144	68688
SRR4034732	1096	86097
SRR4034733	1104	85538
SRR4034734	1058	92549
SRR4034735	1101	85964
SRR4034736	1106	85392
SRR4034737	988	104121
SRR4034738	1169	107285
SRR4034739	1161	107052
SRR4034740	1134	116003
SRR4034741	1136	113178
SRR4034742	1172	106703
SRR4034743	1134	113089
SRR4034744	1165	107338
SRR4034745	1177	106566
SRR4034746	1179	106345
SRR4034747	1098	82866
SRR4034748	987	101812
SRR4034749	1072	85094
SRR4034750	1113	82069
SRR4034751	1051	90587
SRR4034752	1066	89040
SRR4034753	1079	83139
SRR4034754	1051	90436
SRR4034755	1070	87844
SRR4034756	1081	84504
SRR4034757	978	108135
SRR4034758	978	104885
SRR4034759	991	121303
SRR4034760	1007	98538
SRR4034761	1007	106590
SRR4034762	988	108741
SRR4034763	995	104725
SRR4034764	1009	97681
SRR4034765	986	97490
SRR4034766	985	101793
SRR4034767	1007	111993
SRR4034768	979	104012
SRR4034769	230	3114856
SRR4034770	995	114478
SRR4034771	1005	92238
SRR4034772	962	126622
SRR4034773	970	102936
SRR4034774	993	99272
SRR4034775	1009	92309
SRR4034776	977	100137
SRR4034777	1004	92224
SRR4034778	954	118318
SRR4034779	982	105762
SRR4034780	997	93094
SRR4034781	996	108628
SRR4034782	982	101072
SRR4034783	1011	92836
SRR4034784	1018	92364
SRR4034785	1020	87641
SRR4034786	1002	93824
SRR4034787	1014	91148
SRR4034788	1018	87460
SRR4034789	1021	91576
SRR4034790	998	98125
SRR4034791	1008	92853
SRR4034792	950	124295
SRR4034793	959	121711
SRR4034794	992	94782
SRR4034795	67	4115072
SRR4034796	486	1898858
SRR4034797	1006	89916
SRR4034798	1023	87286
SRR4034799	1022	87225
SRR4034800	3	4396521
SRR4034801	995	97605
SRR4034802	960	126399
SRR4034803	974	103744
SRR4034804	1000	94571
SRR4034805	979	110481
SRR4034806	980	115863
SRR4034807	965	126584
SRR4034808	994	96475
SRR4034809	1055	156105
SRR4034810	1049	154080
SRR4034811	1053	154481
SRR4034812	1004	96058
SRR4034813	1119	120966
SRR4034814	1102	122514
SRR4034815	1061	145495
SRR4034816	938	488100
SRR4034817	1082	142304
SRR4034818	1131	116310
SRR4034819	979	322310
SRR4034820	1129	115789
SRR4034821	1043	166520
SRR4034822	1005	237112
SRR4034823	990	98692
SRR4034824	1024	182470
SRR4034825	995	257909
SRR4034826	1021	193184
SRR4034827	1000	264773
SRR4034828	1054	159364
SRR4034829	1045	174620
SRR4034830	1029	211967
SRR4034831	1077	137646
SRR4034832	12	4367870
SRR4034833	1050	157438
SRR4034834	996	102912
SRR4034835	1085	134005
SRR4034836	1059	155608
SRR4034837	1046	167019
SRR4034838	1130	118836
SRR4034839	1116	120957
SRR4034840	1052	155339
SRR4034841	1078	134728
SRR4034842	1068	132672
SRR4034843	1116	119034
SRR4034844	1063	142633
SRR4035486	940	376925
SRR4035487	1119	115579
SRR4035488	969	131412
SRR4035489	1135	96903
SRR4035490	1126	114981
SRR4035491	1105	127415
SRR4035492	1114	130969
SRR4035493	1130	115331
SRR4035494	1070	171580
SRR4035495	1117	111093
SRR4035496	1102	111718
SRR4035497	1045	189174
SRR4035498	1111	115644
SRR4035499	862	428035
SRR4035500	1097	116308
SRR4035501	1127	112027
SRR4035502	1130	125546
SRR4035503	1106	125240
SRR4035504	1156	90799
SRR4035505	1097	133429
SRR4035506	1165	87387
SRR4035507	1125	112162
SRR4035508	1151	90872
SRR4035509	1118	105727
SRR4035510	886	301901
SRR4035511	1158	90367
SRR4035512	1166	88465
SRR4035513	1097	116208
SRR4035514	1082	172263
SRR4035515	1107	128342
SRR4035516	1044	188840
SRR4035517	1155	89775
SRR4035518	1145	94569
SRR4035519	1138	91092
SRR4035520	1140	94892
SRR4035521	1051	86934
SRR4035522	1161	87474
SRR4035523	1164	87151
SRR4035524	1196	82250
SRR4035525	1189	83733
SRR4035526	1188	83860
SRR4035527	1137	105673
SRR4035528	1131	101913
SRR4035529	1160	87818
SRR4035530	1164	86236
SRR4035531	1116	115949
SRR4035532	848	436140
SRR4035533	972	426379
SRR4035534	404	2804731
SRR4035535	1117	109844
SRR4035536	1140	98698
SRR4035537	1123	110971
SRR4035538	1129	111278
SRR4035539	1143	95489
SRR4035540	1100	135350
SRR4035541	1194	83737
SRR4035542	1030	279035
SRR4035543	925	202005
SRR4035544	1164	109492
SRR4035545	1154	91912
SRR4035546	1159	95194
SRR4035547	1154	90192
SRR4035548	1146	99274
SRR4035549	938	505703
SRR4035550	1147	95140
SRR4035551	1104	139792
SRR4035552	1140	103639
SRR4035553	1139	93261
SRR4035554	985	114411
SRR4035555	1099	110363
SRR4035556	1105	122262
SRR4035557	484	2369504
SRR4035558	1089	127890
SRR4035559	898	842281
SRR4035560	977	171685
SRR4035561	1034	140579
SRR4035562	1044	137336
SRR4035563	1048	139523
SRR4035564	997	159015
SRR4035565	971	157106
SRR4035566	1001	160731
SRR4035567	1017	150093
SRR4035568	991	172442
SRR4035569	1007	169557
SRR4035570	1029	145880
SRR4035571	1018	144921
SRR4035572	1043	138770
SRR4035573	961	206546
SRR4035574	525	2075635
SRR4035575	1030	146100
SRR4035576	899	278859
SRR4035577	1019	150149
SRR4035578	1023	371660
SRR4035579	1039	158457
SRR4035580	258	3160662
SRR4035581	1035	143169
SRR4035582	1051	140798
SRR4035583	1035	191181
SRR4035584	1047	140563
SRR4035585	1030	145352
SRR4035586	1034	144042
SRR4035587	957	143677
SRR4035588	258	3248772
SRR4035589	1058	135494
SRR4035590	1049	139765
SRR4035591	1033	145764
SRR4035592	1010	154258
SRR4035593	1023	144451
SRR4035594	477	2173059
SRR4035595	1028	142674
SRR4035596	1020	146492
SRR4035597	1043	143980
SRR4035598	1112	120200
SRR4035599	995	105213
SRR4035600	682	1165476
SRR4035601	898	351888
SRR4035602	1059	136835
SRR4035603	1008	157257
SRR4035604	1000	171007
SRR4035605	1029	142528
SRR4035606	1015	151350
SRR4035607	1021	151564
SRR4035608	1011	152728
SRR4035609	994	166727
SRR4035610	1053	86067
SRR4035611	1012	153074
SRR4035612	1012	159121
SRR4035613	1011	148264
SRR4035614	1026	144167
SRR4035615	1050	136414
SRR4035616	1017	149830
SRR4035617	1004	160895
SRR4035618	1027	148023
SRR4035619	1016	150053
SRR4035620	1001	160656
SRR4035621	971	143348
SRR4035622	1034	149745
SRR4035623	379	2558926
SRR4035624	991	165177
SRR4035625	1034	146455
SRR4035626	897	404187
SRR4035627	941	239092
SRR4035628	995	162146
SRR4035629	890	390848
SRR4035630	1044	144286
SRR4035631	1030	141981
SRR4035650	897	250521
SRR4035651	978	169978
SRR4035652	1058	135766
SRR4035653	1007	155521
SRR4035654	993	168983
SRR4035655	1032	145363
SRR4035656	984	174456
SRR4035657	1028	150021
SRR4035658	1009	157563
SRR4035659	1043	138176
SRR4035660	942	211374
SRR4035661	1072	84076
SRR4035662	1015	149089
SRR4035663	1025	147964
SRR4035664	1018	147472
SRR4035665	997	164292
SRR4035666	967	190421
SRR4035667	1067	135206
SRR4035668	1014	150826
SRR4035669	969	110239
SRR4035670	984	103494
SRR4035671	951	129572
SRR4035672	965	136847
SRR4035673	967	117228
SRR4035683	986	100145
SRR4035701	979	106282
SRR4035702	473	2190042
SRR4035703	982	113482
SRR4035704	967	117751
SRR4035705	819	513076
SRR4035706	944	139173
SRR4035707	967	108087
SRR4035708	1023	89677
SRR4035709	995	107348
SRR4035710	957	200364
SRR4035711	881	329754
SRR4035712	953	150896
SRR4035713	910	251340
SRR4035714	507	1894574
SRR4035715	1004	104387
SRR4035716	973	135170
SRR4035717	964	142135
SRR4035718	998	96753
SRR4035719	972	141599
SRR4035720	1033	89700
SRR4035721	753	915631
SRR4035722	850	458231
SRR4035723	989	114578
SRR4035724	973	131256
SRR4035725	980	131371
SRR4035726	1021	87765
SRR4035727	967	121928
SRR4035728	963	132653
SRR4035729	970	116372
SRR4035730	937	168543
SRR4035731	1001	105017
SRR4035732	934	150848
SRR4035733	760	762470
SRR4035734	1001	98175
SRR4035735	920	194295
SRR4035736	908	227570
SRR4035737	848	442876
SRR4035738	957	142512
SRR4035739	967	133917
SRR4035740	992	123151
SRR4035741	987	112773
SRR4035742	1009	99471
SRR4035743	992	117221
SRR4035744	1040	90404
SRR4035745	843	517015
SRR4035746	859	360162
SRR4035747	929	176380
SRR4035748	939	243282
SRR4035749	982	124700
SRR4035750	989	121383
SRR4035751	978	125549
SRR4035752	931	219599
SRR4035753	1084	131979
SRR4035754	1058	86072
SRR4035755	997	98408
SRR4035756	999	125822
SRR4035757	1034	89337
SRR4035758	874	348299
SRR4035759	908	239393
SRR4035760	971	127290
SRR4035761	979	123810
SRR4035762	1000	117515
SRR4035763	921	204455
SRR4035764	941	209091
SRR4035765	658	1267717
SRR4035766	924	300413
SRR4035767	750	756330
SRR4035768	958	153371
SRR4035769	853	413230
SRR4035770	943	161577
SRR4035771	907	246621
SRR4035772	876	358571
SRR4035773	971	132410
SRR4035774	1005	91780
SRR4035775	957	126594
SRR4035776	1006	102069
SRR4035777	982	110450
SRR4035778	956	123796
SRR4035779	963	130853
SRR4035780	1007	91648
SRR4035781	960	117831
SRR4035782	987	105526
SRR4035783	967	118785
SRR4035784	1011	90429
SRR4035785	947	155010
SRR4035786	652	1594601
SRR4035787	1023	96909
SRR4035788	877	370870
SRR4035789	311	2913996
SRR4035790	908	202121
SRR4035791	919	190565
SRR4035792	393	2347033
SRR4035793	907	290786
SRR4035794	968	135293
SRR4035795	611	1424680
SRR4035796	914	240259
SRR4035797	793	612562
SRR4035798	1018	92193
SRR4035799	795	567178
SRR4035800	725	1075027
SRR4035801	893	292017
SRR4035802	937	171247
SRR4035803	967	132833
SRR4035804	933	165823
SRR4035805	896	319908
SRR4035806	929	184550
SRR4035807	662	1052777
SRR4035808	933	183061
SRR4035809	1009	96290
SRR4035810	977	125408
SRR4035811	947	163768
SRR4035812	855	410236
SRR4035813	926	211854
SRR4035814	941	158227
SRR4035815	978	125246
SRR4035816	969	153144
SRR4035817	830	488502
SRR4035818	978	109300
SRR4035819	925	196291
SRR4035820	1018	94496
SRR4035821	972	164860
SRR4035822	884	298125
SRR4035823	938	184974
SRR4035824	1005	92641
SRR4035825	983	99450
SRR4035826	942	139669
SRR4035827	991	96894
SRR4035828	986	97755
SRR4035829	682	1275776
SRR4035830	977	139404
SRR4035831	1020	95578
SRR4035832	770	727913
SRR4035833	874	336628
SRR4035834	866	424155
SRR4035835	926	186582
SRR4035836	869	317834
SRR4035837	971	107125
SRR4035838	971	106804
SRR4035839	962	114268
SRR4035840	979	115210
SRR4035841	1005	91269
SRR4035842	996	132330
SRR4035843	965	121983
SRR4035844	726	911145
SRR4035845	969	112536
SRR4035846	1036	105144
SRR4035847	1039	124476
SRR4035848	1043	101282
SRR4035849	1036	105700
SRR4035850	1071	90402
SRR4035851	1067	93810
SRR4035852	1048	100675
SRR4035853	999	121683
SRR4035854	1039	116100
SRR4035855	1023	111637
SRR4035856	1015	122549
SRR4035857	820	504001
SRR4035858	1064	89395
SRR4035859	1031	106210
SRR4035860	922	296506
SRR4035861	1078	89319
SRR4035862	1052	95759
SRR4035863	1065	90723
SRR4035864	1100	120422
SRR4035865	1021	89721
SRR4035866	1052	97253
SRR4035867	1070	92230
SRR4035868	1069	90285
SRR4035869	1011	127886
SRR4035870	1033	108326
SRR4035871	995	138423
SRR4035872	948	244300
SRR4035873	1050	96513
SRR4035874	1028	116725
SRR4035875	1025	118999
SRR4035876	462	2110709
SRR4035877	973	186721
SRR4035878	994	151140
SRR4035879	1027	116811
SRR4035880	1019	126772
SRR4035881	1019	125199
SRR4035882	1030	113821
SRR4035883	1044	104133
SRR4035884	1037	107301
SRR4035885	1054	103577
SRR4035886	992	165203
SRR4035887	989	117636
SRR4035888	1049	107050
SRR4035889	1023	119103
SRR4035890	1032	111142
SRR4035891	1014	120724
SRR4035892	1007	125510
SRR4035893	1044	102611
SRR4035894	987	149938
SRR4035895	981	153008
SRR4035896	1030	113743
SRR4035897	1030	112165
SRR4035898	1029	90553
SRR4035899	668	1345761
SRR4035900	904	334228
SRR4035901	1037	106249
SRR4035902	1024	123864
SRR4035903	1066	93493
SRR4035904	1010	125044
SRR4035905	1062	100507
SRR4035906	1054	93835
SRR4035907	1040	108700
SRR4035908	1022	128230
SRR4035909	1023	91023
SRR4035910	1048	100509
SRR4035911	1064	93971
SRR4035912	1046	99827
SRR4035913	549	1830447
SRR4035914	729	1088219
SRR4035915	1041	106116
SRR4035916	787	729021
SRR4035917	1077	89153
SRR4035918	1061	92848
SRR4035919	1004	133112
SRR4035920	957	150857
SRR4035921	1032	104782
SRR4035922	1096	86402
SRR4035923	1060	92673
SRR4035924	1011	136150
SRR4035925	1023	116811
SRR4035926	1056	98116
SRR4035927	987	147985
SRR4035928	1032	106158
SRR4035929	1046	104582
SRR4035930	1062	91656
SRR4035931	914	271860
SRR4035932	1045	105022
SRR4035933	1035	101662
SRR4035934	1043	102198
SRR4035935	1033	108311
SRR4035936	1064	92560
SRR4035937	1037	110719
SRR4035938	1045	98320
SRR4035939	1045	102286
SRR4035940	1056	94903
SRR4035941	1024	114072
SRR4035942	1001	119959
SRR4035943	1027	117481
SRR4035944	1009	136135
SRR4035945	1022	118893
SRR4035946	1025	119092
SRR4035947	1033	103919
SRR4035948	1052	96489
SRR4035949	1034	102296
SRR4035950	1053	96339
SRR4035951	1085	87354
SRR4035952	1046	101337
SRR4035953	1017	109905
SRR4035954	1052	99319
SRR4035955	1066	94421
SRR4035956	1066	92294
SRR4035957	1066	95493
SRR4035958	1091	87673
SRR4035959	1002	126594
SRR4035960	1031	108540
SRR4035961	596	1637293
SRR4035962	1022	118394
SRR4035963	1045	100142
SRR4035964	996	105959
SRR4035965	1017	114801
SRR4035966	1069	89963
SRR4035967	1038	104984
SRR4035968	1017	120155
SRR4035969	1001	138849
SRR4035970	1027	117314
SRR4035971	999	130382
SRR4035972	1007	126603
SRR4035973	1030	124136
SRR4035974	1117	113572
SRR4035975	1011	96550
SRR4035976	1029	89773
SRR4035977	1025	94765
SRR4035978	972	131395
SRR4035979	998	133954
SRR4035980	992	128938
SRR4035981	971	119964
SRR4035982	1017	112810
SRR4035983	1071	90289
SRR4035984	1057	85752
SRR4035985	1141	109870
SRR4035986	970	141383
SRR4035987	1015	102437
SRR4035988	1005	108120
SRR4035989	1032	88642
SRR4035990	1062	85394
SRR4035991	975	121336
SRR4035992	982	121767
SRR4035993	735	923606
SRR4035994	999	102813
SRR4035995	1061	85465
SRR4035996	1053	85989
SRR4035997	1022	126164
SRR4035998	842	678086
SRR4035999	1013	95427
SRR4036000	975	124041
SRR4036001	834	519986
SRR4036002	571	1783593
SRR4036003	949	159253
SRR4036004	990	111079
SRR4036005	996	110270
SRR4036006	1109	122612
SRR4036007	1009	93404
SRR4036008	1155	90460
SRR4036009	1142	106905
SRR4036010	1097	127268
SRR4036011	1151	105583
SRR4036012	1172	86303
SRR4036013	1150	88975
SRR4036014	1161	87642
SRR4036015	1126	99287
SRR4036016	1109	119522
SRR4036017	1118	110731
SRR4036018	833	489104
SRR4036019	1128	98504
SRR4036020	1154	89277
SRR4036021	1162	87797
SRR4036022	1153	90693
SRR4036023	1149	102750
SRR4036024	1131	112433
SRR4036025	958	446670
SRR4036026	1127	129907
SRR4036027	1125	120980
SRR4036028	1128	98167
SRR4037485	1023	119707
SRR4037486	1005	128009
SRR4037487	1043	103816
SRR4037488	1107	119300
SRR4037489	1077	134054
SRR4037490	1049	153985
SRR4037491	1097	122674
SRR4037492	1079	129594
SRR4037493	1045	150149
SRR4037494	1091	123925
SRR4037495	1058	171166
SRR4037496	1093	143164
SRR4037497	1065	156798
SRR4037498	1050	103293
SRR4037499	1042	157729
SRR4037500	1067	136257
SRR4037501	1050	148007
SRR4037502	1042	154167
SRR4037503	1104	116163
SRR4037504	1055	162969
SRR4037505	1107	123383
SRR4037506	1110	121342
SRR4037507	1095	124177
SRR4037508	1081	139583
SRR4037509	1005	140611
SRR4037510	1099	124713
SRR4037511	1070	157767
SRR4037512	1078	131860
SRR4037513	1038	186026
SRR4037514	1080	131008
SRR4037515	1107	122770
SRR4037516	1138	116658
SRR4037517	1126	117297
SRR4037518	1097	131393
SRR4037519	1056	90951
SRR4037520	1042	104271
SRR4037521	998	136450
SRR4037522	1030	102886
SRR4037523	1028	106916
SRR4037524	1022	108511
SRR4037525	1037	106410
SRR4037526	1004	121238
SRR4037527	1007	123927
SRR4037528	1030	111661
SRR4037529	1090	86403
SRR4037530	993	145493
SRR4037531	1046	101953
SRR4037532	1027	112205
SRR4037533	1059	93395
SRR4037534	990	131778
SRR4037535	1079	86746
SRR4037536	1040	101857
SRR4037537	1048	99524
SRR4037538	1054	94502
SRR4037539	1039	104102
SRR4037540	1001	134515
SRR4037541	1030	109075
SRR4037542	1036	104805
SRR4037543	983	144188
SRR4037544	1007	120380
SRR4037545	1052	92394
SRR4037546	1016	119725
SRR4037547	1001	128966
SRR4037548	1026	103097
SRR4037549	1023	106583
SRR4037550	1046	98996
SRR4037551	1013	118731
SRR4037552	989	157696
SRR4037553	995	141077
SRR4037554	1037	97967
SRR4037555	1048	98345
SRR4037556	956	195601
SRR4037557	1036	101330
SRR4037558	1031	102229
SRR4037559	1029	112540
SRR4037560	1042	96534
SRR4037561	968	176544
SRR4037562	1011	130055
SRR4037563	1017	119769
SRR4037564	1030	111423
SRR4037565	998	141673
SRR4037566	1024	126647
SRR4037567	985	148970
SRR4037568	1046	100294
SRR4037569	1043	108180
SRR4037570	1044	100791
SRR4037571	1064	97618
SRR4037572	1037	108648
SRR4037573	994	149274
SRR4037574	1032	122106
SRR4037575	1028	115211
SRR4037576	999	151175
SRR4037577	1045	108822
SRR4037578	1024	115592
SRR4037579	1005	135558
SRR4037580	1015	132295
SRR4037581	1053	97955
SRR4037582	1035	102397
SRR4037583	1048	97968
SRR4037584	989	152278
SRR4037585	994	153515
SRR4037586	1047	100258
SRR4037587	1075	90039
SRR4037588	944	252276
SRR4037589	1070	95413
SRR4037590	1065	95247
SRR4037591	1042	104229
SRR4037592	1080	89878
SRR4037593	1091	88222
SRR4037594	1074	92509
SRR4037595	1069	95172
SRR4037596	1034	110631
SRR4037597	971	187856
SRR4037598	1016	126620
SRR4037599	1027	113316
SRR4037600	1092	88206
SRR4037601	1063	93014
SRR4037602	1037	115838
SRR4037603	1053	106657
SRR4037604	898	382164
SRR4037605	1036	110177
SRR4037606	1062	98632
SRR4037607	1012	132763
SRR4037608	1054	95850
SRR4037609	1021	116790
SRR4037610	1074	93479
SRR4037611	1023	117122
SRR4037612	956	192980
SRR4037613	1073	90996
SRR4037614	1059	100629
SRR4037615	1080	89269
SRR4037616	1081	89005
SRR4037617	1082	89986
SRR4037618	1058	95379
SRR4037619	1021	124003
SRR4037620	991	150081
SRR4037621	1071	92761
SRR4037622	1062	96214
SRR4037623	1066	92844
SRR4037624	1092	87586
SRR4037625	1055	100126
SRR4037626	1029	119581
SRR4037627	953	225496
