strain_id	isolate_id
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034750
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034751
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034752
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034753
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034754
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034755
mehaffy2014_patient1_lineage4.4.2_strain1	SRR1573702
mehaffy2014_patient2_lineage4.4.2_strain1	SRR1573704
nimmo2020_K0028_lineage4.4.1.1_strain1	SRR10315463
nimmo2020_K0031_lineage4.4.1.1.1_strain1	SRR10315460
nimmo2020_K0041_lineage4.4.1.1.1_strain1	SRR10315711
nimmo2020_K0041_lineage4.4.1.1.1_strain1	SRR10315713
nimmo2020_K0043_lineage4.4.1.1.1_strain1	SRR10315705
nimmo2020_K0043_lineage4.4.1.1.1_strain1	SRR10315706
nimmo2020_K0046_lineage4.4.1.1.1_strain1	SRR10315700
nimmo2020_K0046_lineage4.4.1.1.1_strain1	SRR10315702
nimmo2020_K0046_lineage4.4.1.1.1_strain1	SRR11349178
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR10315733
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR11349156
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR11349160
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR11349161
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR11349171
nimmo2020_K0073_lineage4.4.1.1.1_strain1	SRR10315725
nimmo2020_K0073_lineage4.4.1.1.1_strain1	SRR10315726
nimmo2020_K0073_lineage4.4.1.1.1_strain1	SRR10315727
nimmo2020_K0073_lineage4.4.1.1.1_strain1	SRR11349154
nimmo2020_K0088_lineage4.4.1.1.1_strain1	SRR10315660
nimmo2020_K0088_lineage4.4.1.1.1_strain1	SRR11349138
nimmo2020_K0100_lineage4.4.1.1.1_strain1	SRR10315642
nimmo2020_P0005_lineage4.4.1.1_strain1	SRR9971316
nimmo2020_P0005_lineage4.4.1.1_strain1	SRR9971365
nimmo2020_P0027_lineage4.4.1.1.1_strain1	SRR9971042
nimmo2020_P0027_lineage4.4.1.1.1_strain1	SRR9971043
nimmo2020_P0027_lineage4.4.1.1.1_strain1	SRR9971044
nimmo2020_P0027_lineage4.4.1.1.1_strain1	SRR9971193
nimmo2020_P0081_lineage4.4.1.1_strain1	SRR10315616
nimmo2020_P3427_lineage4.4.1.1.1_strain1	SRR10315585
nimmo2020_R0012_lineage4.4.1.1.1_strain1	SRR10315578
nimmo2020_R0038_lineage4.4.1.1.1_strain1	SRR10315561
perez-lago2021_21_lineage4.4.1.1_strain1	ERR4972473
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063106
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063107
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063108
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063109
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063110
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063111
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063112
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063118
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063119
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063120
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063121
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063122
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063123
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063124
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063125
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063126
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063127
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063128
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063129
seraphin2019_P2_lineage4.4.1.1_strain1	ERR3063113
seraphin2019_P2_lineage4.4.1.1_strain1	ERR3063114
seraphin2019_P2_lineage4.4.1.1_strain1	ERR3063115
seraphin2019_P2_lineage4.4.1.1_strain1	ERR3063116
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063131
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063132
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063133
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063134
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063135
ssengooba2016b_P10_lineage4.4.1.1_strain1	ERR990533
ssengooba2016b_P5_lineage4.4.1.1_strain1	ERR990547
ssengooba2016b_P9_lineage4.4.1.1_strain1	ERR990555
walker2013_P000011_lineage4.4.1.1_strain1	ERR046897
walker2013_P000232_lineage4.4.2_strain1	ERR046892
walker2013_P000276_lineage4.4.1.1_strain1	ERR047013
walker2013_P000276_lineage4.4.1.1_strain1	ERR072037
walker2018b_1595640_lineage4.4.1.1_strain1	ERR2516761
witney2017_024_lineage4.4.1.1_strain1	ERR1750919
chen2020_94a1baa2_lineage4.4.2_strain1	SRR11567785
chen2020_efdf222f_lineage4.4.2_strain1	SRR11567800
chen2021_p29_lineage4.4.2_strain1	SRR12062529
chen2021_p4_lineage4.4.2_strain1	SRR12062538
clark2013_A70011_lineage4.4.1.1_strain2	ERR040130
cox2021_-2537038720708133561_lineage4.4.1.1_strain1	ERR6361949
cox2021_-4565071445757268449_lineage4.4.1.1_strain1	ERR5987393
cox2021_-9076902172627954438_lineage4.4.1.1_strain1	ERR5987407
cox2021_2423974606035172143_lineage4.4.1.1_strain1	ERR5987404
cox2021_7975870014849582843_lineage4.4.1.1_strain1	ERR5987295
guerra2014_KPS_43_lineage4.4.1.2_strain1	ERR211990
guerra2014_KPS_77_lineage4.4.1.1_strain1	ERR221551
hu2021_ADR10_lineage4.4.2_strain1	SRR13423653
lieberman2016_P13_lineage4.4.1.1.1_strain1	SRR4033457
lieberman2016_P20_lineage4.4.1.1.1_strain1	SRR4036007
lieberman2016_P28_lineage4.4.1.1_strain1	SRR4037763
lieberman2016_P32_lineage4.4.1.1.1_strain1	SRR4033716
lieberman2016_P40_lineage4.4.1.1_strain1	SRR4034435
lieberman2016_P9_lineage4.4.1.1_strain1	SRR4034756
mehaffy2014_patient1_lineage4.4.2_strain1	SRR1573718
mehaffy2014_patient2_lineage4.4.2_strain1	SRR1573707
nimmo2020_K0028_lineage4.4.1.1_strain1	SRR9971027
nimmo2020_K0031_lineage4.4.1.1.1_strain1	SRR9971370
nimmo2020_K0041_lineage4.4.1.1.1_strain1	SRR10315714
nimmo2020_K0043_lineage4.4.1.1.1_strain1	SRR9971347
nimmo2020_K0046_lineage4.4.1.1.1_strain1	SRR9971376
nimmo2020_K0066_lineage4.4.1.1.1_strain1	SRR9971282
nimmo2020_K0073_lineage4.4.1.1.1_strain1	SRR9971283
nimmo2020_K0088_lineage4.4.1.1.1_strain1	SRR9971068
nimmo2020_K0100_lineage4.4.1.1.1_strain1	SRR10315644
nimmo2020_P0005_lineage4.4.1.1_strain1	SRR9971366
nimmo2020_P0027_lineage4.4.1.1.1_strain1	SRR9971242
nimmo2020_P0081_lineage4.4.1.1_strain1	SRR9971188
nimmo2020_P3427_lineage4.4.1.1.1_strain1	SRR10315586
nimmo2020_R0012_lineage4.4.1.1.1_strain1	SRR9971103
nimmo2020_R0038_lineage4.4.1.1.1_strain1	SRR9971292
perez-lago2021_21_lineage4.4.1.1_strain1	ERR4972547
seraphin2019_P1_lineage4.4.1.1_strain1	ERR3063130
seraphin2019_P2_lineage4.4.1.1_strain1	ERR3063117
seraphin2019_P3_lineage4.4.1.1_strain1	ERR3063136
ssengooba2016b_P10_lineage4.4.1.1_strain1	ERR990534
ssengooba2016b_P5_lineage4.4.1.1_strain1	ERR990548
ssengooba2016b_P9_lineage4.4.1.1_strain1	ERR990556
walker2013_P000011_lineage4.4.1.1_strain1	ERR046901
walker2013_P000232_lineage4.4.2_strain1	ERR046935
walker2013_P000276_lineage4.4.1.1_strain1	ERR072038
walker2018b_1595640_lineage4.4.1.1_strain1	ERR2516970
witney2017_024_lineage4.4.1.1_strain1	ERR1750920
02d9423c-2ded-4eb6-ba93-7d4e9b2674ca_lineage4.4.1.1_strain1	SRR3743200
0c7b789d-2c29-43f6-9bed-c2fdfffc0841_lineage4.4.1.1_strain1	SRR5152938
11f6ce41-f483-4f64-8803-e5bca0a8903b_lineage4.4.1.1_strain1	SRR10525338
1aaef47f-7860-41d4-97ce-08ced999628b_lineage4.4.1.1_strain1	SRR9738538
3c19955f-c50d-48ad-bf18-62ae0561317f_lineage4.4.1.1_strain1	SRR10303324
439e84bc-45e7-4266-a930-66db638f6a9a_lineage4.4.1.1_strain1	SRR11033646
98fcba2d-d21f-49da-9677-b70c92d8c35f_lineage4.4.1.1_strain1	SRR10525336
af7ec702-dba5-4d30-8c83-fe85c83942a8_lineage4.4.1.1_strain1	SRR10380211
cb1cb69c-1ab3-4f90-a428-cd6810b18bbb_lineage4.4.1.1_strain1	SRR7592376
chen2020_03cfc105_lineage4.4.2_strain1	SRR8651588
chen2020_18f9beab_lineage4.4.2_strain1	SRR8651643
chen2020_19b4c4a8_lineage4.4.2_strain1	SRR8651563
chen2020_1f42f008_lineage4.4.2_strain1	SRR8651585
chen2020_2a2bd42c_lineage4.4.2_strain1	SRR8651626
chen2020_3c04355f_lineage4.4.2_strain1	SRR8651625
chen2020_8c367145_lineage4.4.2_strain1	SRR8651555
chen2020_944edfd1_lineage4.4.2_strain1	SRR8651637
chen2020_99d8318c_lineage4.4.2_strain1	SRR8651640
chen2020_d83158da_lineage4.4.2_strain1	SRR8651601
chen2020_f8465f88_lineage4.4.2_strain1	SRR8651629
clark2013_A70260_lineage4.4.1.1_strain1	ERR040124
clark2013_A70785_lineage4.4.1.1_strain1	ERR038754
cox2021_-1989059896190538431_lineage4.4.1.1_strain1	ERR6361988
cox2021_-2218743870145076200_lineage4.4.1.1_strain1	ERR6362908
cox2021_-2909237136372327753_lineage4.4.1.1_strain1	ERR6361995
cox2021_-3014714010601501734_lineage4.4.1.1_strain1	ERR6362707
cox2021_-3423918336912264259_lineage4.4.1.1_strain1	ERR6362279
cox2021_-4578107634685571866_lineage4.4.1.1_strain1	ERR6362199
cox2021_-475161145685366131_lineage4.4.1.1_strain1	ERR6362567
cox2021_-4922277215580085407_lineage4.4.1.1_strain1	ERR6362372
cox2021_-512234315783896242_lineage4.4.1.1_strain1	ERR6362129
cox2021_-5204830590925823263_lineage4.4.1.1_strain1	ERR5987451
cox2021_-5791265612851915170_lineage4.4.1.1_strain1	ERR6362905
cox2021_-6047211093405988780_lineage4.4.1.1_strain1	ERR6361990
cox2021_-6180384539561836480_lineage4.4.1.1_strain1	ERR6362545
cox2021_-7163007722292282923_lineage4.4.1.1_strain1	ERR6362811
cox2021_-7846662697986982505_lineage4.4.1.1_strain1	ERR6362251
cox2021_-7897836261837422530_lineage4.4.1.1_strain1	ERR6362044
cox2021_-8255335852330166744_lineage4.4.1.1_strain1	ERR6362314
cox2021_-830938927584622837_lineage4.4.1.1_strain1	ERR6362922
cox2021_-8425207361346141636_lineage4.4.1.1_strain1	ERR6362494
cox2021_-8774937663982274404_lineage4.4.1.1_strain1	ERR6362693
cox2021_1081710069139897267_lineage4.4.1.1_strain1	ERR6362962
cox2021_1124776549732451268_lineage4.4.1.1_strain1	ERR5987351
cox2021_1509382072424748210_lineage4.4.1.1_strain1	ERR6362070
cox2021_2314405778179376784_lineage4.4.1.1_strain1	ERR6362608
cox2021_2322684071051008691_lineage4.4.1.1_strain1	ERR6362151
cox2021_2420331191429466582_lineage4.4.1.1_strain1	ERR6362652
cox2021_2715505580396310267_lineage4.4.1.1_strain1	ERR6362114
cox2021_2939630663437931328_lineage4.4.1.1_strain1	ERR6362379
cox2021_2943645247655988180_lineage4.4.1.1_strain1	ERR6362637
cox2021_3618245214834443207_lineage4.4.1.1_strain1	ERR6362936
cox2021_3713642364109375645_lineage4.4.1.1_strain1	ERR6362409
cox2021_3776530342987903083_lineage4.4.1.1_strain1	ERR6362803
cox2021_3979108209317262384_lineage4.4.1.1_strain1	ERR5987194
cox2021_4146498833774819043_lineage4.4.1.1_strain1	ERR6362348
cox2021_4546594974034226920_lineage4.4.1.1_strain1	ERR5987352
cox2021_4622286977741729320_lineage4.4.1.1.1_strain1	ERR6362775
cox2021_5516480129090122304_lineage4.4.1.1_strain1	ERR6362703
cox2021_5609473925866076389_lineage4.4.1.1_strain1	ERR6362821
cox2021_5730851397209354218_lineage4.4.1.1_strain1	ERR6362549
cox2021_5780522857480353809_lineage4.4.1.1_strain1	ERR6362404
cox2021_6530214091153594256_lineage4.4.1.1_strain1	ERR6362484
cox2021_7635228931144305904_lineage4.4.1.1_strain1	ERR6362191
cox2021_7647787688414043266_lineage4.4.1.1_strain1	ERR6362326
cox2021_8028615106797896942_lineage4.4.1.1_strain1	ERR5987290
cox2021_8133334206677286085_lineage4.4.1.1_strain1	ERR6052022
cox2021_8142585430688143630_lineage4.4.1.1_strain1	ERR6362824
cox2021_968248647918464854_lineage4.4.1.1_strain1	ERR6362749
dfe776d2-951f-4d10-9224-0663afd3ec98_lineage4.4.1.1_strain1	SRR10525328
f5055581-9293-472d-8da4-8d2158dfb28d_lineage4.4.1.1_strain1	SRR9738558
f8d6a17b-373e-4b8f-a992-9f6857424435_lineage4.4.1.1_strain1	SRR5486904
hu2021_ADR30_lineage4.4.2_strain1	SRR13423654
hu2021_ADR35_lineage4.4.2_strain1	SRR13423533
hu2021_ADR61_lineage4.4.2_strain1	SRR13423568
hu2021_ADR62_lineage4.4.2_strain1	SRR13423613
ley2021_P31_lineage4.4.1.1_strain1	ERR4896317
mehaffy2014_patient3_lineage4.4.2_strain1	SRR1573701
nimmo2020_F1091_lineage4.4.1.1.1_strain1	SRR9971008
nimmo2020_F1124_lineage4.4.1.1_strain1	SRR9971199
nimmo2020_H0033_lineage4.4.1.1_strain1	SRR9971130
nimmo2020_H0061_lineage4.4.1.1_strain1	SRR9971245
nimmo2020_H0085_lineage4.4.1.1.1_strain1	SRR9971363
nimmo2020_H0105_lineage4.4.1.1_strain1	SRR9971286
nimmo2020_H0132_lineage4.4.1.1_strain1	SRR9971342
nimmo2020_H0137_lineage4.4.1.1_strain1	SRR9971177
nimmo2020_H0140_lineage4.4.1.1_strain1	SRR9971343
nimmo2020_H0174_lineage4.4.1.1.1_strain1	SRR9971348
nimmo2020_H0187_lineage4.4.1.1.1_strain1	SRR9971340
nimmo2020_H0200_lineage4.4.1.1.1_strain1	SRR11349137
nimmo2020_H0203_lineage4.4.1.1_strain1	SRR10315532
nimmo2020_H0207_lineage4.4.1.1_strain1	SRR10315510
nimmo2020_K0109_lineage4.4.1.1.1_strain1	SRR10315636
nimmo2020_P0106_lineage4.4.1.1.1_strain1	SRR9971190
nimmo2020_P0161_lineage4.4.1.1.1_strain1	SRR9971284
nimmo2020_P3002_lineage4.4.1.1_strain1	SRR9971171
nimmo2020_P3021_lineage4.4.1.1.1_strain1	SRR9971067
nimmo2020_P3425_lineage4.4.1.1_strain1	SRR9971164
nimmo2020_P3532_lineage4.4.1.1.1_strain1	SRR9971275
nimmo2020_P3538_lineage4.4.1.1.1_strain1	SRR10315581
nimmo2020_P3539_lineage4.4.1.1.1_strain1	SRR10315580
nimmo2020_R0039_lineage4.4.1.1.1_strain1	SRR10315560
nimmo2020_R0068_lineage4.4.1.1.1_strain1	SRR9971098
nimmo2020_R0079_lineage4.4.1.1.1_strain1	SRR10315538
nimmo2020_R0093_lineage4.4.1.1_strain1	SRR9971382
perez-lago2021_24_lineage4.4.1.1_strain1	ERR4972499
UNKNOWN48_lineage4.4.2_strain1	SRR1573713
UNKNOWN49_lineage4.4.2_strain1	SRR1573680
UNKNOWN51_lineage4.4.2_strain1	SRR1573714
UNKNOWN52_lineage4.4.2_strain1	SRR1573681
UNKNOWN53_lineage4.4.2_strain1	SRR1573682
UNKNOWN54_lineage4.4.2_strain1	SRR1573683
UNKNOWN55_lineage4.4.2_strain1	SRR1573684
UNKNOWN56_lineage4.4.2_strain1	SRR1573685
UNKNOWN57_lineage4.4.2_strain1	SRR1573686
UNKNOWN58_lineage4.4.2_strain1	SRR1573688
UNKNOWN60_lineage4.4.2_strain1	SRR1573689
UNKNOWN61_lineage4.4.2_strain1	SRR1573690
UNKNOWN62_lineage4.4.2_strain1	SRR1573691
UNKNOWN63_lineage4.4.2_strain1	SRR1573692
UNKNOWN64_lineage4.4.2_strain1	SRR1573694
UNKNOWN65_lineage4.4.2_strain1	SRR1573695
UNKNOWN66_lineage4.4.2_strain1	SRR1573696
UNKNOWN67_lineage4.4.2_strain1	SRR1573693
UNKNOWN68_lineage4.4.2_strain1	SRR1573697
UNKNOWN69_lineage4.4.2_strain1	SRR1573698
UNKNOWN70_lineage4.4.2_strain1	SRR1573699
UNKNOWN71_lineage4.4.2_strain1	SRR1573700
UNKNOWN72_lineage4.4.2_strain1	SRR1573703
UNKNOWN73_lineage4.4.2_strain1	SRR1573705
UNKNOWN74_lineage4.4.2_strain1	SRR1573706
UNKNOWN75_lineage4.4.2_strain1	SRR1573709
UNKNOWN77_lineage4.4.2_strain1	SRR1573712
UNKNOWN79_lineage4.4.2_strain1	SRR1573717
UNKNOWN81_lineage4.4.2_strain1	SRR1573719
UNKNOWN82_lineage4.4.2_strain1	SRR1573721
UNKNOWN84_lineage4.4.2_strain1	SRR1573722
UNKNOWN85_lineage4.4.2_strain1	SRR1573724
UNKNOWN86_lineage4.4.2_strain1	SRR1573725
UNKNOWN87_lineage4.4.2_strain1	SRR1573723
UNKNOWN88_lineage4.4.2_strain1	SRR1573726
UNKNOWN89_lineage4.4.2_strain1	SRR1573727
UNKNOWN8915_lineage4.4.1.1_strain1	ERR4553599
UNKNOWN91_lineage4.4.2_strain1	SRR1573729
UNKNOWN92_lineage4.4.2_strain1	SRR1573731
UNKNOWN93_lineage4.4.2_strain1	SRR1573730
UNKNOWN94_lineage4.4.2_strain1	SRR1573732
UNKNOWN95_lineage4.4.2_strain1	SRR1573733
UNKNOWN96_lineage4.4.2_strain1	SRR1573734
walker2013_P000022_lineage4.4.1.2_strain1	ERR046781
walker2013_P000102_lineage4.4.1.2_strain1	ERR038282
walker2013_P000185_lineage4.4.1.2_strain1	ERR039343
walker2018b_ 955447_lineage4.4.1.1_strain1	ERR2517045
walker2018b_06TB_0044_lineage4.4.1.1_strain1	ERR2510681
walker2018b_06TB_0296_lineage4.4.1.1_strain1	ERR2510737
walker2018b_06TB_0300_lineage4.4.1.1_strain1	ERR2510741
walker2018b_06TB_0310_lineage4.4.1.1_strain1	ERR2510751
walker2018b_06TB_0311_lineage4.4.1.1_strain1	ERR2510752
walker2018b_06TB_0381_lineage4.4.1.1_strain1	ERR2510822
walker2018b_RIVM_102_lineage4.4.1.2_strain1	ERR2517204
walker2018b_RIVM_180_lineage4.4.1.2_strain1	ERR2517511
walker2018b_RIVM_27_lineage4.4.1.1_strain1	ERR2517643
walker2018b_RIVM_294_lineage4.4.1.2_strain1	ERR2517219
walker2018b_RIVM_30_lineage4.4.1.1_strain1	ERR2517325
walker2018b_RIVM_310_lineage4.4.1.2_strain1	ERR2517135
walker2018b_RIVM_321_lineage4.4.1.1_strain1	ERR2517320
walker2018b_RIVM_324_lineage4.4.2_strain1	ERR2517485
walker2018b_RIVM_348_lineage4.4.1.2_strain1	ERR2517203
walker2018b_RIVM_37_lineage4.4.1.1_strain1	ERR2517241
walker2018b_RIVM_412_lineage4.4.1.1_strain1	ERR2517460
walker2018b_RIVM_50_lineage4.4.1.1_strain1	ERR2517402
walker2018b_RIVM_514_lineage4.4.1.2_strain1	ERR2517435
walker2018b_RIVM_529_lineage4.4.2_strain1	ERR2517299
walker2018b_RIVM_559_lineage4.4.1.2_strain1	ERR2517243
walker2018b_RIVM_574_lineage4.4.1.1_strain1	ERR2517280
walker2018b_RIVM_579_lineage4.4.1.1_strain1	ERR2517175
walker2018b_RIVM_585_lineage4.4.1.1_strain1	ERR2517537
witney2017_033_lineage4.4.1.1_strain1	ERR1750937
chen2020_209e77fb_lineage4.5_strain1	SRR11567799
walker2018b_ 956972_lineage4.5_strain1	ERR2516849
walker2018b_ 956972_lineage4.5_strain1	ERR2517084
chen2020_209e77fb_lineage4.5_strain1	SRR11567801
walker2018b_ 956972_lineage4.5_strain1	ERR2517101
00f7990a-fe10-47a1-83cd-bc8164b64977_lineage4.5_strain1	SRR10303312
1d929abc-beb9-4e5e-9968-496df14f7ea3_lineage4.5_strain1	SRR16088120
a88c1d3b-ba9f-4af7-89c2-c26464d33ff3_lineage4.5_strain1	SRR13232487
c135a10f-f1d2-4d51-8037-e314e9fd58cd_lineage4.5_strain1	SRR10303304
chen2020_2d2b514d_lineage4.5_strain1	SRR8651561
chen2020_d6e20bea_lineage4.5_strain1	SRR8651557
chen2020_fbd2e141_lineage4.5_strain1	SRR8651642
fc812d84-b4b1-4bc4-bc77-eb37565abfc5_lineage4.5_strain1	SRR10303298
hu2021_ADR40_lineage4.5_strain1	SRR13423616
UNKNOWN9047_lineage4.5_strain1	ERR4553752
walker2018b_ 945586_lineage4.5_strain1	ERR2516939
walker2018b_1365901_lineage4.5_strain1	ERR2516938
walker2018b_ATH_0058-14_lineage4.5_strain1	ERR2510698
walker2018b_ATH_0390-14_lineage4.5_strain1	ERR2510444
walker2018b_MHL_0242-14_lineage4.5_strain1	ERR2510643
walker2018b_PIMS_0021-14_lineage4.5_strain1	ERR2510312
walker2018b_PIMS_0028-14_lineage4.5_strain1	ERR2510406
walker2018b_RIVM_162_lineage4.5_strain1	ERR2517311
walker2018b_RIVM_314_lineage4.5_strain1	ERR2517365
walker2018b_RIVM_325_lineage4.5_strain1	ERR2517591
walker2018b_RIVM_390_lineage4.5_strain1	ERR2517554
walker2018b_RIVM_423_lineage4.5_strain1	ERR2517208
walker2018b_RIVM_504_lineage4.5_strain1	ERR2517397
walker2018b_RLH_0264-14_lineage4.5_strain1	ERR2510413
walker2018b_RLH_0295-14_lineage4.5_strain1	ERR2510492
walker2018b_SGD_0068-14_lineage4.5_strain1	ERR2510574
walker2018b_SGD_0076-14_lineage4.5_strain1	ERR2510543
walker2018b_SSM_0095-R_lineage4.5_strain1	ERR2510269
walker2018b_SSM_0124-14_lineage4.5_strain1	ERR2510397
walker2018b_SSM_0183-R_lineage4.5_strain1	ERR2510330
walker2018b_SZH_0120-15_lineage4.5_strain1	ERR2510291
3e4a01c7-8e28-4375-a412-83d647795304_lineage4.6_strain1	SRR7516348
asare2021_RL001_lineage4.6.2.2_strain1	SRR11461653
asare2021_RL002_lineage4.6_strain1	SRR11444212
asare2021_RL009_lineage4.6.2.2_strain1	SRR11461661
asare2021_RL010_lineage4.6.2.2_strain1	SRR11444348
asare2021_RL011_lineage4.6.2.2_strain1	SRR11461674
asare2021_RL011_lineage4.6.2.2_strain1	SRR11461687
asare2021_RL013_lineage4.6.2.2_strain1	SRR11461683
asare2021_RL014_lineage4.6.2.2_strain1	SRR11461697
asare2021_RL022_lineage4.6.2.2_strain1	SRR11444116
asare2021_RL022_lineage4.6.2.2_strain1	SRR11461655
asare2021_RL024_lineage4.6.2.2_strain1	SRR11444104
asare2021_RL030_lineage4.6.2.2_strain1	SRR11461693
asare2021_RL032_lineage4.6.2.2_strain1	SRR11461670
asare2021_RL033_lineage4.6.2.2_strain1	SRR11461667
casali2016_P043_lineage4.6.2.2_strain1	ERR369609
casali2016_P052_lineage4.6.2.2_strain1	ERR369616
casali2016_P062_lineage4.6.2.2_strain1	ERR369621
casali2016_P108_lineage4.6.2.2_strain1	ERR502262
casali2016_P160_lineage4.6.2.2_strain1	ERR369659
casali2016_P164_lineage4.6.2.2_strain1	ERR502299
casali2016_P179_lineage4.6.2.2_strain1	ERR369670
casali2016_P221_lineage4.6.2.2_strain1	ERR502300
casali2016_P227_lineage4.6.2.2_strain1	ERR369693
casali2016_P233_lineage4.6.2.2_strain1	ERR502307
casali2016_P251_lineage4.6.2.2_strain1	ERR369703
casali2016_P288_lineage4.6.2.2_strain1	ERR502333
casali2016_P305_lineage4.6.2.2_strain1	ERR502347
casali2016_P316_lineage4.6.2.2_strain1	ERR369756
casali2016_P318_lineage4.6.2.2_strain1	ERR502358
casali2016_P355_lineage4.6.2.2_strain1	ERR369739
casali2016_P367_lineage4.6.2.2_strain1	ERR369721
casali2016_P372_lineage4.6.2.2_strain1	ERR369725
casali2016_P377_lineage4.6.2.2_strain1	ERR369729
ssengooba2016b_P11_lineage4.6.1_strain1	ERR990535
ssengooba2016b_P12_lineage4.6.1.1_strain1	ERR990537
ssengooba2016b_P8_lineage4.6.1.1_strain1	ERR990553
walker2013_P000204_lineage4.6.2.1_strain1	ERR046838
walker2013_P000236_lineage4.6.2.2_strain1	ERR046834
walker2013_P000257_lineage4.6.2.2_strain1	ERR046996
walker2018b_ 913987_lineage4.6.2.2_strain1	ERR2516758
walker2018b_ 965189_lineage4.6.2.2_strain1	ERR2516974
walker2018b_ 965189_lineage4.6.2.2_strain1	ERR2517056
3e4a01c7-8e28-4375-a412-83d647795304_lineage4.6_strain1	SRR7516349
asare2021_RL001_lineage4.6.2.2_strain1	SRR11461676
asare2021_RL002_lineage4.6_strain1	SRR11461677
asare2021_RL009_lineage4.6.2.2_strain1	SRR11461675
asare2021_RL010_lineage4.6.2.2_strain1	SRR11461673
asare2021_RL011_lineage4.6.2.2_strain1	SRR11461688
asare2021_RL013_lineage4.6.2.2_strain1	SRR11461684
asare2021_RL014_lineage4.6.2.2_strain1	SRR11461698
asare2021_RL022_lineage4.6.2.2_strain1	SRR11461659
asare2021_RL024_lineage4.6.2.2_strain1	SRR11461686
asare2021_RL030_lineage4.6.2.2_strain1	SRR11461694
asare2021_RL032_lineage4.6.2.2_strain1	SRR11461671
asare2021_RL033_lineage4.6.2.2_strain1	SRR11461668
casali2016_P043_lineage4.6.2.2_strain1	ERR369612
casali2016_P052_lineage4.6.2.2_strain1	ERR369656
casali2016_P062_lineage4.6.2.2_strain1	ERR502246
casali2016_P108_lineage4.6.2.2_strain1	ERR600640
casali2016_P160_lineage4.6.2.2_strain1	ERR502278
casali2016_P164_lineage4.6.2.2_strain1	ERR600655
casali2016_P179_lineage4.6.2.2_strain1	ERR502282
casali2016_P221_lineage4.6.2.2_strain1	ERR502308
casali2016_P227_lineage4.6.2.2_strain1	ERR502363
casali2016_P233_lineage4.6.2.2_strain1	ERR502360
casali2016_P251_lineage4.6.2.2_strain1	ERR600658
casali2016_P288_lineage4.6.2.2_strain1	ERR502366
casali2016_P305_lineage4.6.2.2_strain1	ERR600659
casali2016_P316_lineage4.6.2.2_strain1	ERR502356
casali2016_P318_lineage4.6.2.2_strain1	ERR502359
casali2016_P355_lineage4.6.2.2_strain1	ERR502394
casali2016_P367_lineage4.6.2.2_strain1	ERR502404
casali2016_P372_lineage4.6.2.2_strain1	ERR502405
casali2016_P377_lineage4.6.2.2_strain1	ERR502407
ssengooba2016b_P11_lineage4.6.1_strain1	ERR990536
ssengooba2016b_P12_lineage4.6.1.1_strain1	ERR990538
ssengooba2016b_P8_lineage4.6.1.1_strain1	ERR990554
walker2013_P000204_lineage4.6.2.1_strain1	ERR046839
walker2013_P000236_lineage4.6.2.2_strain1	ERR046981
walker2013_P000257_lineage4.6.2.2_strain1	ERR047004
walker2018b_ 913987_lineage4.6.2.2_strain1	ERR2516834
walker2018b_ 965189_lineage4.6.2.2_strain1	ERR2517076
clark2013_A70088_lineage4.6.1.2_strain1	ERR038740
clark2013_A70329_lineage4.6.1.2_strain1	ERR040127
clark2013_A70376_lineage4.6.1.2_strain1	ERR038739
clark2013_A70387_lineage4.6.1.2_strain1	ERR040131
